"","trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_name","stop_desc","stop_lat","stop_lon","stop_url","wheelchair_boarding","route_id","service_id","trip_headsign","trip_short_name","direction_id","shape_id"
"98","GO404_19_6819",10:24:00,10:24:00,105,0,"Long Beach","Park Place and Park Avenue, 1/4 mile West of Long Beach Road.",40.59017,-73.66482,"http://lirr42.mta.info/stationInfo.php?id=105",1,6,"GO404_19_73","Penn Station",6819,1,105
"99","GO404_19_6855",14:51:00,14:51:00,85,8,"Laurelton","224th Street and 141st Roadjust East of Springfield Boulevard.",40.66847,-73.75175,"http://lirr42.mta.info/stationInfo.php?id=85",2,6,"GO404_19_73","Penn Station",6855,1,105
"100","GO404_19_6866",21:15:00,21:15:00,85,4,"Laurelton","224th Street and 141st Roadjust East of Springfield Boulevard.",40.66847,-73.75175,"http://lirr42.mta.info/stationInfo.php?id=85",2,6,"GO404_19_73","Long Beach",6866,0,104
"101","GO404_19_6877",23:21:00,23:21:00,8,12,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,6,"GO404_19_73","Penn Station",6877,1,105
"102","GO404_19_6879",23:21:00,23:21:00,105,0,"Long Beach","Park Place and Park Avenue, 1/4 mile West of Long Beach Road.",40.59017,-73.66482,"http://lirr42.mta.info/stationInfo.php?id=105",1,6,"GO404_19_73","Penn Station",6879,1,105
"103","GO404_19_6900",01:10:00,01:10:00,92,5,"West Hempstead","Hempstead Avenue and Hempstead Gardens Drive.",40.70195,-73.64164,"http://lirr42.mta.info/stationInfo.php?id=92",1,8,"GO404_19_73","West Hempstead",6900,0,106
"104","GO404_19_6901",06:50:00,06:50:00,92,0,"West Hempstead","Hempstead Avenue and Hempstead Gardens Drive.",40.70195,-73.64164,"http://lirr42.mta.info/stationInfo.php?id=92",1,8,"GO404_19_73","Valley Stream",6901,1,107
"105","GO404_19_6954",16:04:00,16:04:00,89,2,"Malverne","Hempstead Avenue and Utterby Road",40.67547,-73.66886,"http://lirr42.mta.info/stationInfo.php?id=89",1,8,"GO404_19_73","West Hempstead",6954,0,106
"106","GO404_19_7481",06:28:00,06:28:00,14,1,"East New York","Atlantic Avenue and Williams",40.6758,-73.90281,"http://lirr42.mta.info/stationInfo.php?id=14",2,12,"GO404_19_73","Atlantic Terminal",7481,1,140
"107","GO404_19_7602",01:23:00,01:23:00,10,2,"Forest Hills","Continental Avenue  (71st Ave) & Austin Street, 2 blocks South of Queens Boulevard.",40.71957,-73.84481,"http://lirr42.mta.info/stationInfo.php?id=10",1,10,"GO404_19_73","Huntington",7602,0,84
"108","GO404_19_7624",10:33:00,10:33:00,54,5,"Carle Place","Cherry Lane and Atlantic Avenue, 1/4 mile North of Old Country Road.",40.7492,-73.60365,"http://lirr42.mta.info/stationInfo.php?id=54",1,10,"GO404_19_73","Huntington",7624,0,84
"109","GO404_19_7719",16:51:00,16:51:00,58,2,"Syosset","Oyster Bay Road (also known as Jackson Avenue) and Underhill Boulevard, 1 mile North of Jericho Turnpike (Route 25)",40.82485,-73.50044,"http://lirr42.mta.info/stationInfo.php?id=58",1,10,"GO404_19_73","Penn Station",7719,1,86
"110","GO404_19_7743",23:43:00,23:43:00,8,9,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,10,"GO404_19_73","Penn Station",7743,1,86
"111","GO404_19_7744",22:51:00,22:51:00,8,0,"Penn Station","34th Street between 7th & 8th Avenues.",40.75058,-73.99358,"http://lirr42.mta.info/stationInfo.php?id=8",1,10,"GO404_19_73","Huntington",7744,0,84
"112","GO404_19_8010",08:20:00,08:20:00,72,8,"Deer Park","Intersection of Pineaire Drive, Grant (Executive) Avenue, and Long Island Avenue, between Commack Road and Sagtikos Parkway.",40.76948,-73.29356,"http://lirr42.mta.info/stationInfo.php?id=72",1,4,"GO404_19_73","Ronkonkoma",8010,0,39
"113","GO404_19_8052",14:35:00,14:35:00,75,11,"Ronkonkoma","Hawkins Avenue, 2 blocks South of the Long Island Expressway Exit 60.",40.80808,-73.10594,"http://lirr42.mta.info/stationInfo.php?id=75",1,4,"GO404_19_73","Ronkonkoma",8052,0,39
"114","GO404_19_8053",13:30:00,13:30:00,75,0,"Ronkonkoma","Hawkins Avenue, 2 blocks South of the Long Island Expressway Exit 60.",40.80808,-73.10594,"http://lirr42.mta.info/stationInfo.php?id=75",1,4,"GO404_19_73","Penn Station",8053,1,37
"115","GO404_19_8065",20:27:00,20:29:00,15,8,"Jamaica","93-02 Sutphin Blvd., Jamaica, NY 11435.  Corner of Sutphin Boulevard and Archer Avenue, 2 blocks south of Jamaica Avenue..The easiest way to Kennedy Airport is by Air Train.   AirTrain JFK leaves from the terminal adjacent to the Long Island Rail Road's Jamaica Station every 2 to 12 minutes, depending upon the time of day.",40.6996,-73.80853,"http://lirr42.mta.info/stationInfo.php?id=15",1,4,"GO404_19_73","Penn Station",8065,1,37
"116","GO404_19_8704",10:04:00,10:04:00,134,8,"Southampton","North Main Street, between Prospect and Willow.  One mile north of Montauk Highway.",40.89471,-72.39012,"http://lirr42.mta.info/stationInfo.php?id=134",1,5,"GO404_19_73","Montauk",8704,0,120
"117","GO404_19_8732",10:41:00,10:41:00,123,6,"Sayville","Lakeland Avenue, 1 mile South of Sunrise Highway (Route 27).",40.74035,-73.08645,"http://lirr42.mta.info/stationInfo.php?id=123",1,5,"GO404_19_73","Speonk",8732,0,12
"118","GO404_19_8761",11:44:00,11:44:00,119,5,"Bay Shore","Park Avenue and Oak Street to Railroad Plaza, just North of Union Boulevard.",40.72443,-73.25408,"http://lirr42.mta.info/stationInfo.php?id=119",1,5,"GO404_19_73","Babylon",8761,1,149
"119","GO404_19_8775",21:56:00,21:56:00,118,6,"Babylon","Railroad Avenue just West of Deer Park Avenue, 1 mile South of Sunrise Highway (Route 27).",40.70068,-73.32405,"http://lirr42.mta.info/stationInfo.php?id=118",1,5,"GO404_19_73","Babylon",8775,1,154
"120","GO404_19_8776",19:18:00,19:18:00,118,0,"Babylon","Railroad Avenue just West of Deer Park Avenue, 1 mile South of Sunrise Highway (Route 27).",40.70068,-73.32405,"http://lirr42.mta.info/stationInfo.php?id=118",1,5,"GO404_19_73","Patchogue",8776,0,117
"121","GO404_19_8807",05:52:00,05:52:00,96,3,"Cedarhurst","Cedarhurst Avenue and Chestnut Street, 2 blocks West of Broadway.",40.62217,-73.72618,"http://lirr42.mta.info/stationInfo.php?id=96",1,7,"GO404_19_73","Penn Station",8807,1,165
"122","GO404_19_8816",11:03:00,11:03:00,95,7,"Woodmere","Woodmere Boulevard and Cedar Lane, between Central Avenue and West Broadway.",40.63133,-73.71371,"http://lirr42.mta.info/stationInfo.php?id=95",1,7,"GO404_19_73","Far Rockaway",8816,0,158
"123","GO404_19_8855",15:42:00,15:42:00,12,11,"Atlantic Terminal","Intersection of Atlantic and Flatbush Avenues and Hanson Place.",40.684901,-73.97768,"http://lirr42.mta.info/stationInfo.php?id=12",1,7,"GO404_19_73","Atlantic Terminal",8855,1,159
"124","GO404_19_8856",15:21:00,15:21:00,12,0,"Atlantic Terminal","Intersection of Atlantic and Flatbush Avenues and Hanson Place.",40.684901,-73.97768,"http://lirr42.mta.info/stationInfo.php?id=12",1,7,"GO404_19_73","Far Rockaway",8856,0,158
"125","GO404_19_8865",20:02:00,20:02:00,95,4,"Woodmere","Woodmere Boulevard and Cedar Lane, between Central Avenue and West Broadway.",40.63133,-73.71371,"http://lirr42.mta.info/stationInfo.php?id=95",1,7,"GO404_19_73","Atlantic Terminal",8865,1,159
